13,	9,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.733,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	dr02,	Producer
13,	0/0/CPU0,	node_name
13,	3,	total_cpu_fifteen_minute
13,	3,	total_cpu_five_minute
13,	3,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.737,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	dr02,	Producer
13,	0/1/CPU0,	node_name
13,	3,	total_cpu_fifteen_minute
13,	3,	total_cpu_five_minute
13,	3,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.771,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	spine2,	Producer
13,	0/RP0/CPU0,	node_name
13,	25,	total_cpu_fifteen_minute
13,	24,	total_cpu_five_minute
13,	26,	total_cpu_one_minute
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
14,	14.065,	relativeTimeInSec
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
14,	spine1,	Producer
14,	0/RP0/CPU0,	node_name
14,	25,	total_cpu_fifteen_minute
14,	25,	total_cpu_five_minute
14,	26,	total_cpu_one_minute
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
14,	14.095,	relativeTimeInSec
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
14,	leaf4,	Producer
14,	0/RP0/CPU0,	node_name
14,	24,	total_cpu_fifteen_minute
14,	24,	total_cpu_five_minute
14,	25,	total_cpu_one_minute
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
14,	14.13,	relativeTimeInSec
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
14,	leaf8,	Producer
14,	0/RP0/CPU0,	node_name
14,	24,	total_cpu_fifteen_minute
14,	24,	total_cpu_five_minute
14,	24,	total_cpu_one_minute
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
14,	14.141,	relativeTimeInSec
14,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
14,	leaf3,	Producer
14,	0/RP0/CPU0,	node_name
14,	24,	total_cpu_fifteen_minute
14,	24,	total_cpu_five_minute
14,	25,	total_cpu_one_minute
